,,root
NLGN2,promoter,-1.4351375e-06
OR2K2,mut_important,-2.8900178e-07
OR2K2,cnv_del,-0.012514787
OR2K2,cnv_amp,0.06796313
OR2K2,promoter,3.3523996e-08
PHACTR3,mut_important,1.9077713e-06
PHACTR3,cnv_del,-0.0011656249
PHACTR3,cnv_amp,-0.0012059317
PHACTR3,promoter,-0.0032304742
NUP107,mut_important,2.1974697e-06
NUP107,cnv_del,0.21592738
NUP107,cnv_amp,-0.05600982
NUP107,promoter,0.091245495
KRTAP2-3,mut_important,5.6097326e-07
KRTAP2-3,cnv_del,0.005437555
KRTAP2-3,cnv_amp,-0.0088385735
KRTAP2-3,promoter,7.749148e-06
KRTAP2-1,mut_important,-1.0645903e-06
KRTAP2-1,cnv_del,0.0021092163
KRTAP2-1,cnv_amp,-0.008762837
KRTAP2-1,promoter,6.2294994e-06
ASGR1,mut_important,7.4246536e-06
ASGR1,cnv_del,0.08031492
ASGR1,cnv_amp,-0.08409078
ASGR1,promoter,1.4016581e-06
ASGR2,mut_important,-7.842598e-06
ASGR2,cnv_del,-0.109477796
ASGR2,cnv_amp,-0.04879222
ASGR2,promoter,5.378173e-07
API5,mut_important,5.017499e-07
API5,cnv_del,-0.003048799
API5,cnv_amp,-0.00082492334
API5,promoter,-1.19267725e-08
UBE2NL,mut_important,2.4122937e-06
UBE2NL,cnv_del,0.38861117
UBE2NL,cnv_amp,-0.007227135
UBE2NL,promoter,-1.4937837e-06
FANCI,mut_important,9.737372e-07
FANCI,cnv_del,0.006877686
FANCI,cnv_amp,-0.022536384
FANCI,promoter,-6.4870346e-06
HLA-DPA1,mut_important,-2.4282374e-06
HLA-DPA1,cnv_del,0.04595736
HLA-DPA1,cnv_amp,0.38820243
HLA-DPA1,promoter,-0.18234473
KIAA1191,mut_important,6.1194332e-06
KIAA1191,cnv_del,0.0037849448
KIAA1191,cnv_amp,0.011549285
KIAA1191,promoter,-3.3671204e-06
ALOX12P2,mut_important,6.9489793e-06
ALOX12P2,cnv_del,-0.0176559
ALOX12P2,cnv_amp,-0.0093149375
ALOX12P2,promoter,-0.0013297412
VMP1,mut_important,-2.896357e-06
VMP1,cnv_del,0.32425296
VMP1,cnv_amp,-0.38627672
VMP1,promoter,1.2517195e-06
ADARB2-AS1,mut_important,-2.8788022e-06
ADARB2-AS1,cnv_del,0.019569697
ADARB2-AS1,cnv_amp,0.047647424
ADARB2-AS1,promoter,-1.3886303e-06
DENND4C,mut_important,5.0454387e-06
DENND4C,cnv_del,-0.009466446
DENND4C,cnv_amp,0.0024482163
DENND4C,promoter,0.0034739706
C19orf25,mut_important,-2.1739154e-06
C19orf25,cnv_del,7.32411e-06
C19orf25,cnv_amp,0.00047806063
C19orf25,promoter,-0.000110867564
NR1D1,mut_important,1.8378432e-07
NR1D1,cnv_del,-0.137883
NR1D1,cnv_amp,-0.37323216
NR1D1,promoter,0.012145876
NR1D2,mut_important,4.3906687e-07
NR1D2,cnv_del,0.035071112
NR1D2,cnv_amp,-0.04132793
NR1D2,promoter,-0.0401889
DRD1,mut_important,3.318665e-06
DRD1,cnv_del,0.0077555124
DRD1,cnv_amp,0.038803723
DRD1,promoter,-0.03205104
ITGB1BP1,mut_important,1.5800985e-06
ITGB1BP1,cnv_del,0.0285736
ITGB1BP1,cnv_amp,-0.009446233
ITGB1BP1,promoter,0.00012376206
ITGB1BP2,mut_important,-2.285838e-06
ITGB1BP2,cnv_del,0.00240215
ITGB1BP2,cnv_amp,-0.010494947
ITGB1BP2,promoter,8.0268813e-07
ZAP70,mut_important,1.7079101e-06
ZAP70,cnv_del,-0.05541943
ZAP70,cnv_amp,-0.23778482
ZAP70,promoter,0.2284628
SYNDIG1,mut_important,9.2152936e-07
SYNDIG1,cnv_del,-0.0033922386
SYNDIG1,cnv_amp,-0.0065508913
SYNDIG1,promoter,5.6636907e-07
HNRNPA0,mut_important,6.7829154e-07
HNRNPA0,cnv_del,-0.0015542952
HNRNPA0,cnv_amp,-0.0007544177
HNRNPA0,promoter,-2.8525358e-06
OGFR,mut_important,-3.460067e-06
OGFR,cnv_del,0.0018059029
OGFR,cnv_amp,-0.041025955
OGFR,promoter,-0.0154626835
RAC2,mut_important,-9.525715e-08
RAC2,cnv_del,-0.019605199
RAC2,cnv_amp,-0.023948556
RAC2,promoter,-4.682172e-06
RAC3,mut_important,-4.1732424e-06
RAC3,cnv_del,0.26497605
RAC3,cnv_amp,0.2180502
RAC3,promoter,0.06885724
RAC1,mut_important,-1.0071275e-06
RAC1,cnv_del,0.06679978
RAC1,cnv_amp,0.036453843
RAC1,promoter,0.08444273
VCL,mut_important,4.4699027e-06
VCL,cnv_del,0.0018935923
VCL,cnv_amp,0.49439764
VCL,promoter,-1.5068179e-06
CPLX2,mut_important,-6.737267e-06
CPLX2,cnv_del,-0.09955442
CPLX2,cnv_amp,-0.009537188
CPLX2,promoter,1.2299428e-06
CPLX3,mut_important,1.2570324e-06
CPLX3,cnv_del,-0.17374487
CPLX3,cnv_amp,0.15493204
CPLX3,promoter,-0.1051023
CPLX1,mut_important,4.259398e-06
CPLX1,cnv_del,-0.09743454
CPLX1,cnv_amp,-0.012110222
CPLX1,promoter,0.10556845
CPLX4,mut_important,5.4303905e-06
CPLX4,cnv_del,0.066159256
CPLX4,cnv_amp,-0.05455925
CPLX4,promoter,6.1191245e-06
VCX,mut_important,2.618353e-06
VCX,cnv_del,0.00013367127
VCX,cnv_amp,0.00012710829
VCX,promoter,-1.8296195e-06
PBX4,mut_important,-6.450131e-06
PBX4,cnv_del,0.045109555
PBX4,cnv_amp,-0.008243938
PBX4,promoter,6.457793e-06
PBX2,mut_important,-1.5644464e-06
PBX2,cnv_del,-0.00022493633
PBX2,cnv_amp,-0.00014341713
PBX2,promoter,-2.2380424e-05
PBX3,mut_important,-4.62452e-06
PBX3,cnv_del,0.3861246
PBX3,cnv_amp,-0.022466874
PBX3,promoter,0.056236606
PBX1,mut_important,-7.6257156e-06
PBX1,cnv_del,0.051972255
PBX1,cnv_amp,-0.086009584
PBX1,promoter,0.014657086
AIRE,mut_important,1.3426381e-06
AIRE,cnv_del,0.3469073
AIRE,cnv_amp,-0.10306709
AIRE,promoter,-0.288801
TUBG1,mut_important,-4.013123e-06
TUBG1,cnv_del,0.04549656
TUBG1,cnv_amp,0.05006901
TUBG1,promoter,-4.4957815e-06
PRAMEF5,mut_important,3.081264e-07
PRAMEF5,cnv_del,0.006653985
PRAMEF5,cnv_amp,0.011857565
PRAMEF5,promoter,5.2661915e-07
PRAMEF6,mut_important,-1.6790784e-06
PRAMEF6,cnv_del,0.008386072
PRAMEF6,cnv_amp,0.02680989
PRAMEF6,promoter,5.506656e-07
TUBG2,mut_important,5.1255497e-06
TUBG2,cnv_del,0.07433332
TUBG2,cnv_amp,-0.021344142
TUBG2,promoter,-1.37875e-06
FAM71F1,mut_important,-3.0402357e-06
FAM71F1,cnv_del,-0.017700957
FAM71F1,cnv_amp,-0.028172217
FAM71F1,promoter,-3.0431816e-06
PRAMEF1,mut_important,-1.9583827e-06
PRAMEF1,cnv_del,0.0072965594
PRAMEF1,cnv_amp,-0.012000755
PRAMEF1,promoter,1.5915573e-06
FAM71F2,mut_important,2.6396538e-06
FAM71F2,cnv_del,-0.0010281438
FAM71F2,cnv_amp,-0.008420416
FAM71F2,promoter,3.9113684e-06
PTCH2,mut_important,6.6892255e-07
PTCH2,cnv_del,0.21385518
PTCH2,cnv_amp,0.3413325
PTCH2,promoter,0.15990193
PTCH1,mut_important,7.5720613e-06
PTCH1,cnv_del,-0.23194157
PTCH1,cnv_amp,-0.25450528
PTCH1,promoter,0.0778667
PRAMEF8,mut_important,2.4388637e-06
PRAMEF8,cnv_del,-0.015798785
PRAMEF8,cnv_amp,-0.01672749
PRAMEF8,promoter,-1.6585703e-06
TIMM44,mut_important,-4.2003478e-07
TIMM44,cnv_del,-0.00756545
TIMM44,cnv_amp,0.0101389205
TIMM44,promoter,-6.192736e-05
RAD9B,mut_important,3.937088e-06
RAD9B,cnv_del,0.27744406
RAD9B,cnv_amp,-0.5809348
RAD9B,promoter,0.24435069
RAD9A,mut_important,-5.169836e-06
RAD9A,cnv_del,-0.031570386
RAD9A,cnv_amp,-0.02891313
RAD9A,promoter,0.01850496
ERGIC2,mut_important,-1.53265e-06
ERGIC2,cnv_del,0.0004766776
ERGIC2,cnv_amp,-9.996795e-05
ERGIC2,promoter,0.0007101891
ERGIC3,mut_important,3.5269927e-06
ERGIC3,cnv_del,0.009386405
ERGIC3,cnv_amp,-0.020818865
ERGIC3,promoter,0.0043133823
ERGIC1,mut_important,5.132416e-06
ERGIC1,cnv_del,0.019408103
ERGIC1,cnv_amp,-0.0041857776
ERGIC1,promoter,-2.5582444e-06
CLEC14A,mut_important,-4.783364e-06
CLEC14A,cnv_del,-0.003834076
CLEC14A,cnv_amp,-0.0020595468
CLEC14A,promoter,0.010240534
B3GAT3,mut_important,-3.9440065e-06
B3GAT3,cnv_del,-0.13910529
B3GAT3,cnv_amp,0.07132521
B3GAT3,promoter,2.9501634e-06
B3GAT2,mut_important,5.4334696e-06
B3GAT2,cnv_del,-0.11350155
B3GAT2,cnv_amp,0.18396467
B3GAT2,promoter,-0.09964767
B3GAT1,mut_important,4.941654e-07
B3GAT1,cnv_del,-0.024765346
B3GAT1,cnv_amp,-0.03338002
B3GAT1,promoter,6.4395977e-06
UXT,mut_important,1.8130861e-06
UXT,cnv_del,-0.00454107
UXT,cnv_amp,-0.0040757125
UXT,promoter,-0.003614218
CALM2,mut_important,-3.1074835e-06
CALM2,cnv_del,-0.055050533
CALM2,cnv_amp,0.11854003
CALM2,promoter,0.11241058
CALM3,mut_important,1.9500744e-06
CALM3,cnv_del,-0.07949246
CALM3,cnv_amp,-0.07886409
CALM3,promoter,0.038469218
SPG21,mut_important,-4.986215e-06
SPG21,cnv_del,-0.22595634
SPG21,cnv_amp,0.33662966
SPG21,promoter,-0.13312052
CALM1,mut_important,-2.5055992e-06
CALM1,cnv_del,0.12864088
CALM1,cnv_amp,0.031943724
CALM1,promoter,-0.058976583
GSDMA,mut_important,-6.6289437e-07
GSDMA,cnv_del,-0.0003214458
GSDMA,cnv_amp,0.00084391166
GSDMA,promoter,2.1710487e-06
GSDMB,mut_important,5.023091e-06
GSDMB,cnv_del,0.014636495
GSDMB,cnv_amp,0.2665358
GSDMB,promoter,-3.4504944e-06
GSDMC,mut_important,5.0679914e-06
GSDMC,cnv_del,-0.0101205995
GSDMC,cnv_amp,-0.07759295
GSDMC,promoter,4.4820154e-06
GSDMD,mut_important,-2.741283e-06
GSDMD,cnv_del,0.011207514
GSDMD,cnv_amp,0.015025502
GSDMD,promoter,0.24774645
UPK1A,mut_important,3.0299411e-06
UPK1A,cnv_del,-0.00033087883
UPK1A,cnv_amp,0.0005657072
UPK1A,promoter,-0.013740111
UPK1B,mut_important,-7.0750554e-07
UPK1B,cnv_del,-0.023369012
UPK1B,cnv_amp,-0.008885669
UPK1B,promoter,3.500237e-06
DLGAP2,mut_important,-3.9548563e-06
DLGAP2,cnv_del,-0.0145128835
DLGAP2,cnv_amp,-0.0067998557
DLGAP2,promoter,2.1067551e-06
DLGAP3,mut_important,9.763944e-07
DLGAP3,cnv_del,0.025156474
DLGAP3,cnv_amp,0.0055348044
DLGAP3,promoter,0.023640256
DLGAP1,mut_important,1.7173646e-06
DLGAP1,cnv_del,0.030639349
DLGAP1,cnv_amp,0.12437132
DLGAP1,promoter,0.122928455
DLGAP4,mut_important,3.0444685e-06
DLGAP4,cnv_del,-0.020599546
DLGAP4,cnv_amp,-0.00078936527
DLGAP4,promoter,-0.013504128
DLGAP5,mut_important,-2.724131e-07
DLGAP5,cnv_del,-0.015276386
DLGAP5,cnv_amp,0.034653306
DLGAP5,promoter,3.3789263e-08
HRH2,mut_important,-2.512219e-06
HRH2,cnv_del,0.009270878
HRH2,cnv_amp,-0.03353447
HRH2,promoter,-0.035981283
CYP27B1,mut_important,-4.0941786e-06
CYP27B1,cnv_del,-0.09162324
CYP27B1,cnv_amp,-0.020092694
CYP27B1,promoter,6.745005e-06
OIP5,mut_important,3.5607516e-06
OIP5,cnv_del,-0.0011997801
OIP5,cnv_amp,-4.6579924e-05
OIP5,promoter,0.0008207389
CLCN3,mut_important,-4.0128225e-06
CLCN3,cnv_del,0.1101737
CLCN3,cnv_amp,0.0342171
CLCN3,promoter,-0.020919317
CLCN2,mut_important,-2.6780106e-07
CLCN2,cnv_del,0.06485822
CLCN2,cnv_amp,0.15502432
CLCN2,promoter,0.058487
CLCN1,mut_important,-2.4171145e-06
CLCN1,cnv_del,0.044274736
CLCN1,cnv_amp,0.045388035
CLCN1,promoter,-2.9612859e-06
CLCN7,mut_important,-1.2558303e-06
CLCN7,cnv_del,-0.016610874
CLCN7,cnv_amp,-0.0028646963
CLCN7,promoter,-0.0026980212
CLCN6,mut_important,5.396423e-06
CLCN6,cnv_del,-0.016206965
CLCN6,cnv_amp,-0.024274455
CLCN6,promoter,-0.0092854975
CLCN5,mut_important,-6.018088e-06
CLCN5,cnv_del,0.004635525
CLCN5,cnv_amp,0.11864371
CLCN5,promoter,-0.058230735
CLCN4,mut_important,-4.2803226e-06
CLCN4,cnv_del,-0.28764966
CLCN4,cnv_amp,-0.09219235
CLCN4,promoter,0.09179499
FBXL19,mut_important,1.9874299e-06
FBXL19,cnv_del,0.0072619473
FBXL19,cnv_amp,0.006748202
FBXL19,promoter,0.0014062705
INO80B-WBP1,mut_important,-1.0299416e-06
INO80B-WBP1,cnv_del,-2.987113e-06
INO80B-WBP1,cnv_amp,1.270327e-06
INO80B-WBP1,promoter,0.0029950682
DNAJA2,mut_important,2.4118677e-07
DNAJA2,cnv_del,-0.16133873
DNAJA2,cnv_amp,0.027996745
DNAJA2,promoter,4.962717e-07
DNAJA3,mut_important,-1.4454827e-08
DNAJA3,cnv_del,-0.0046733664
DNAJA3,cnv_amp,-0.013713872
DNAJA3,promoter,-0.0017461191
DNAJA1,mut_important,2.986343e-07
DNAJA1,cnv_del,-0.15517348
DNAJA1,cnv_amp,-0.16119975
DNAJA1,promoter,-0.10002281
DNAJA4,mut_important,1.0856388e-06
DNAJA4,cnv_del,0.0016133623
DNAJA4,cnv_amp,0.0011531055
DNAJA4,promoter,0.0021403562
GLG1,mut_important,2.9757953e-06
GLG1,cnv_del,0.059534464
GLG1,cnv_amp,0.049701646
GLG1,promoter,-0.002726925
PTPN13,mut_important,5.262388e-06
PTPN13,cnv_del,0.057114396
PTPN13,cnv_amp,0.13661179
PTPN13,promoter,-0.1278681
PTPN12,mut_important,1.2822841e-07
PTPN12,cnv_del,0.008970016
PTPN12,cnv_amp,0.0017777502
PTPN12,promoter,0.0020939987
PTPN11,mut_important,-7.7066466e-07
PTPN11,cnv_del,0.058557414
PTPN11,cnv_amp,-0.19373332
PTPN11,promoter,-0.013774245
PTPN14,mut_important,1.785304e-06
PTPN14,cnv_del,0.011266127
PTPN14,cnv_amp,-0.003704963
PTPN14,promoter,0.040571965
GALR3,mut_important,7.5792796e-06
GALR3,cnv_del,-0.011671186
GALR3,cnv_amp,-0.010037147
GALR3,promoter,1.7632633e-06
GALR2,mut_important,2.950316e-07
GALR2,cnv_del,0.05226666
GALR2,cnv_amp,-0.02913446
GALR2,promoter,0.014892598
GALR1,mut_important,-8.013336e-07
GALR1,cnv_del,-0.006974723
GALR1,cnv_amp,0.071213886
GALR1,promoter,-0.013319034
UTRN,mut_important,-0.0017647322
UTRN,cnv_del,-0.0004024317
UTRN,cnv_amp,0.027083784
UTRN,promoter,-1.4494525e-06
LYAR,mut_important,-1.1849473e-06
LYAR,cnv_del,-0.0045132055
LYAR,cnv_amp,-0.0035028227
LYAR,promoter,0.0024240096
MRPL24,mut_important,2.9619387e-06
MRPL24,cnv_del,0.009142793
MRPL24,cnv_amp,-0.005365858
MRPL24,promoter,0.00968679
MRPL27,mut_important,-1.1993286e-06
MRPL27,cnv_del,0.01987313
MRPL27,cnv_amp,-0.0036477034
MRPL27,promoter,-3.9895e-06
MRPL21,mut_important,1.6671769e-06
MRPL21,cnv_del,0.011898655
MRPL21,cnv_amp,-0.036003064
MRPL21,promoter,-0.005751836
MRPL20,mut_important,3.385751e-07
MRPL20,cnv_del,0.02326649
MRPL20,cnv_amp,0.00437459
MRPL20,promoter,0.03528968
MRPL23,mut_important,-1.8531405e-06
MRPL23,cnv_del,-0.03577873
MRPL23,cnv_amp,-0.03819026
MRPL23,promoter,-0.01139503
MRPL22,mut_important,-1.2066059e-06
MRPL22,cnv_del,-0.012498124
MRPL22,cnv_amp,-0.018136255
MRPL22,promoter,-0.0042233216
MRPL28,mut_important,-3.4452412e-06
MRPL28,cnv_del,0.045893878
MRPL28,cnv_amp,-0.21245709
MRPL28,promoter,0.067187324
C2orf81,mut_important,-1.034534e-06
C2orf81,cnv_del,-0.007528334
C2orf81,cnv_amp,0.011677445
C2orf81,promoter,-8.3900176e-07
DMRTB1,mut_important,-5.469401e-07
DMRTB1,cnv_del,-0.040347055
DMRTB1,cnv_amp,-0.01903851
DMRTB1,promoter,3.5705564e-06
NPTX2,mut_important,-1.6386039e-07
NPTX2,cnv_del,-0.0059177172
NPTX2,cnv_amp,-0.0016008695
NPTX2,promoter,-0.01294204
NPTX1,mut_important,-7.649829e-06
NPTX1,cnv_del,-0.009582281
NPTX1,cnv_amp,0.008484995
NPTX1,promoter,0.019120835
C2orf88,mut_important,-1.7568491e-06
C2orf88,cnv_del,-0.0065693567
C2orf88,cnv_amp,0.0058071185
C2orf88,promoter,0.016592193
CHD1L,mut_important,4.09338e-06
CHD1L,cnv_del,0.01136141
CHD1L,cnv_amp,0.008999728
CHD1L,promoter,0.0015061584
MSMP,mut_important,3.6284027e-06
MSMP,cnv_del,-0.011608815
MSMP,cnv_amp,-0.02911545
MSMP,promoter,-3.4744662e-06
MZB1,mut_important,5.7699126e-06
MZB1,cnv_del,-0.001628296
MZB1,cnv_amp,0.0026088287
MZB1,promoter,-5.173199e-06
CDK2,mut_important,5.554535e-06
CDK2,cnv_del,-0.28080767
CDK2,cnv_amp,0.1862804
CDK2,promoter,-0.19375464
RNF130,mut_important,4.908269e-07
RNF130,cnv_del,0.010663537
RNF130,cnv_amp,-0.04064232
RNF130,promoter,-0.0070589604
RAPH1,mut_important,-6.5507757e-06
RAPH1,cnv_del,-0.0069717322
RAPH1,cnv_amp,-0.012913322
RAPH1,promoter,-0.013428711
RNF133,mut_important,5.7788e-06
RNF133,cnv_del,0.012083317
RNF133,cnv_amp,0.01793747
RNF133,promoter,4.116389e-06
HLA-DQB1,mut_important,-5.3502913e-06
HLA-DQB1,cnv_del,-0.052978422
HLA-DQB1,cnv_amp,-0.039618146
HLA-DQB1,promoter,1.5386155e-06
RNF135,mut_important,4.0041105e-06
RNF135,cnv_del,-0.007157747
RNF135,cnv_amp,0.0038425368
RNF135,promoter,1.1460121e-06
HLA-DQB2,mut_important,-1.5872843e-06
HLA-DQB2,cnv_del,-0.028637707
HLA-DQB2,cnv_amp,-0.0015562433
HLA-DQB2,promoter,-5.513205e-06
RNF138,mut_important,1.202508e-06
RNF138,cnv_del,0.007210148
RNF138,cnv_amp,-0.0019825783
RNF138,promoter,-0.0011398677
RNF139,mut_important,3.4593315e-06
RNF139,cnv_del,0.007928187
RNF139,cnv_amp,0.05364842
RNF139,promoter,0.0071583586
GID4,mut_important,-5.446939e-07
GID4,cnv_del,-0.00853085
GID4,cnv_amp,0.010273624
GID4,promoter,-4.0503464e-06
MRC1,mut_important,-1.7459793e-06
MRC1,cnv_del,-0.026750399
MRC1,cnv_amp,-0.057063628
MRC1,promoter,-2.3309948e-07
TSHZ2,mut_important,5.2543135e-07
TSHZ2,cnv_del,0.14072138
TSHZ2,cnv_amp,-0.21954785
TSHZ2,promoter,2.30238e-06
TSHZ3,mut_important,-7.485969e-07
TSHZ3,cnv_del,-0.004080675
TSHZ3,cnv_amp,-0.004300697
TSHZ3,promoter,-0.015765319
TSHZ1,mut_important,-4.817638e-06
TSHZ1,cnv_del,-0.025242805
TSHZ1,cnv_amp,0.010589165
TSHZ1,promoter,3.9300385e-06
GID8,mut_important,-3.3911124e-06
GID8,cnv_del,0.0014686587
GID8,cnv_amp,-0.016071495
GID8,promoter,-0.001963425
CHML,mut_important,2.517117e-06
CHML,cnv_del,0.015279875
CHML,cnv_amp,-0.010406314
CHML,promoter,-2.9548637e-08
FOXS1,mut_important,3.5151666e-06
FOXS1,cnv_del,-0.02661815
FOXS1,cnv_amp,-0.049632043
FOXS1,promoter,9.0750547e-07
LPAR2,mut_important,-3.355466e-06
LPAR2,cnv_del,-0.028699841
LPAR2,cnv_amp,0.05945167
LPAR2,promoter,-0.050386705
LINC00622,mut_important,-1.0907879e-06
LINC00622,cnv_del,0.008126508
LINC00622,cnv_amp,0.0085046245
LINC00622,promoter,-7.917754e-07
HAPLN4,mut_important,3.7219259e-06
HAPLN4,cnv_del,-0.03489189
HAPLN4,cnv_amp,-0.0016013267
HAPLN4,promoter,6.5298656e-07
PKD1L1,mut_important,2.6450516e-06
PKD1L1,cnv_del,-0.008069438
PKD1L1,cnv_amp,-0.011669652
PKD1L1,promoter,-4.8524475e-06
PKD1L2,mut_important,5.9370864e-06
PKD1L2,cnv_del,0.019102301
PKD1L2,cnv_amp,-0.022452379
PKD1L2,promoter,2.6692294e-07
LPAR6,mut_important,1.4722896e-06
LPAR6,cnv_del,-0.07827693
LPAR6,cnv_amp,0.06107494
LPAR6,promoter,-1.8272262e-06
CAMKK2,mut_important,-1.6018475e-10
CAMKK2,cnv_del,-0.17890567
CAMKK2,cnv_amp,-0.3176065
CAMKK2,promoter,-0.14511359
CAMKK1,mut_important,2.109202e-07
CAMKK1,cnv_del,0.0021478802
CAMKK1,cnv_amp,-0.02973876
CAMKK1,promoter,-0.006845033
MYDGF,mut_important,-5.0358217e-06
MYDGF,cnv_del,4.1294027e-07
MYDGF,cnv_amp,-1.517717e-06
MYDGF,promoter,-0.013032699
NPTXR,mut_important,2.5954469e-06
NPTXR,cnv_del,-0.004645163
NPTXR,cnv_amp,0.007369455
NPTXR,promoter,-0.0031708675
LPAR5,mut_important,2.7080048e-07
LPAR5,cnv_del,-0.06029831
LPAR5,cnv_amp,0.23020528
LPAR5,promoter,-0.15127166
MYO1H,mut_important,8.9181566e-07
MYO1H,cnv_del,-0.031416256
MYO1H,cnv_amp,0.01791897
MYO1H,promoter,3.0487035e-06
MYO1G,mut_important,-7.713666e-06
MYO1G,cnv_del,-0.064741895
MYO1G,cnv_amp,-0.029352646
MYO1G,promoter,-6.752517e-06
MYO1F,mut_important,-1.2085275e-06
MYO1F,cnv_del,0.0014723395
MYO1F,cnv_amp,-0.00028598504
MYO1F,promoter,-1.6459608e-06
MYO1E,mut_important,-2.3195796e-06
MYO1E,cnv_del,0.084051445
MYO1E,cnv_amp,-0.010392622
MYO1E,promoter,-0.0332937
MYO1D,mut_important,-3.8403086e-06
MYO1D,cnv_del,0.01235877
MYO1D,cnv_amp,0.018263718
MYO1D,promoter,0.0034109314
MYO1C,mut_important,1.4947734e-06
MYO1C,cnv_del,-0.01841644
MYO1C,cnv_amp,-0.016548313
MYO1C,promoter,-0.004532162
MYO1B,mut_important,9.0596484e-07
MYO1B,cnv_del,-0.017753558
MYO1B,cnv_amp,0.04631933
MYO1B,promoter,0.0012644003
MYO1A,mut_important,0.100168526
MYO1A,cnv_del,-0.16809826
MYO1A,cnv_amp,0.14320281
MYO1A,promoter,-1.3713631e-08
GRN,mut_important,-1.0421718e-07
GRN,cnv_del,-0.013057135
GRN,cnv_amp,-0.023389544
GRN,promoter,-1.4800701e-06
PARD6G,mut_important,5.5748587e-06
PARD6G,cnv_del,0.022985442
PARD6G,cnv_amp,0.25017706
PARD6G,promoter,0.09491243
CHMP3,mut_important,4.025003e-07
CHMP3,cnv_del,-0.022327745
CHMP3,cnv_amp,-0.039073307
CHMP3,promoter,1.0263561e-06
RPL36AL,mut_important,2.7075057e-06
RPL36AL,cnv_del,-0.11418099
RPL36AL,cnv_amp,-0.08372076
RPL36AL,promoter,-0.008116047
CHMP7,mut_important,-9.7724616e-08
CHMP7,cnv_del,-0.06614882
CHMP7,cnv_amp,0.18768917
CHMP7,promoter,2.1024564e-07
CHMP6,mut_important,-6.1692444e-06
CHMP6,cnv_del,-0.37533906
CHMP6,cnv_amp,-0.094443515
CHMP6,promoter,-0.019131064
CHMP5,mut_important,-3.1881434e-06
CHMP5,cnv_del,0.2213263
CHMP5,cnv_amp,0.12304165
CHMP5,promoter,0.052459013
DENND6A,mut_important,2.2529161e-06
DENND6A,cnv_del,-0.0073810224
DENND6A,cnv_amp,-0.0074290438
DENND6A,promoter,0.00016957789
OR52N4,mut_important,3.996224e-06
OR52N4,cnv_del,0.02041474
OR52N4,cnv_amp,0.019772071
OR52N4,promoter,-5.375007e-06
OR52N5,mut_important,-1.1679851e-06
OR52N5,cnv_del,-0.039366007
OR52N5,cnv_amp,-0.002424125
OR52N5,promoter,-2.096173e-06
OR52N2,mut_important,5.2448934e-07
OR52N2,cnv_del,-0.010574275
OR52N2,cnv_amp,-0.011753774
OR52N2,promoter,-2.2319796e-08
CTPS2,mut_important,-4.7836047e-06
CTPS2,cnv_del,-0.19411428
CTPS2,cnv_amp,-0.056869984
CTPS2,promoter,-0.1214287
CTPS1,mut_important,-1.8050613e-06
CTPS1,cnv_del,0.12147479
CTPS1,cnv_amp,0.31186715
CTPS1,promoter,0.017521244
OR52N1,mut_important,6.1909805e-07
OR52N1,cnv_del,0.011870244
OR52N1,cnv_amp,0.0023262096
OR52N1,promoter,9.620646e-07
SULT6B1,mut_important,-2.0214927e-06
SULT6B1,cnv_del,0.01651182
SULT6B1,cnv_amp,-0.002801134
SULT6B1,promoter,-1.2132518e-06
LY6G6C,mut_important,4.8207166e-06
LY6G6C,cnv_del,-0.010621143
LY6G6C,cnv_amp,-0.008035341
LY6G6C,promoter,4.3613663e-06
HOXA13,mut_important,-5.6140016e-07
HOXA13,cnv_del,-0.020063635
HOXA13,cnv_amp,0.030823994
HOXA13,promoter,-0.013248026
LY6G6E,mut_important,-3.9888178e-06
LY6G6E,cnv_del,-0.010049826
LY6G6E,cnv_amp,0.025603762
LY6G6E,promoter,-1.4258146e-07
HOXA11,mut_important,-1.1771984e-06
HOXA11,cnv_del,-0.05128305
HOXA11,cnv_amp,-0.0500972
HOXA11,promoter,-0.011307366
HOXA10,mut_important,8.021274e-07
HOXA10,cnv_del,-0.15332168
HOXA10,cnv_amp,0.08057667
HOXA10,promoter,-0.012152906
GTF2I,mut_important,-2.1466603e-06
GTF2I,cnv_del,-0.26203108
GTF2I,cnv_amp,-0.358553
GTF2I,promoter,0.0008385626
GALNTL5,mut_important,-1.0198012e-06
GALNTL5,cnv_del,0.026855169
GALNTL5,cnv_amp,-0.009873986
GALNTL5,promoter,2.4689061e-06
NEMF,mut_important,1.2612645e-06
NEMF,cnv_del,-0.013446072
NEMF,cnv_amp,0.0065956684
NEMF,promoter,1.8354656e-06
GALNTL6,mut_important,3.77803e-06
GALNTL6,cnv_del,0.012934037
GALNTL6,cnv_amp,0.039615694
GALNTL6,promoter,0.005247209
FER1L6-AS1,mut_important,-3.5458934e-06
FER1L6-AS1,cnv_del,0.009270893
FER1L6-AS1,cnv_amp,-0.10986851
FER1L6-AS1,promoter,-1.8844651e-06
LGALS9,mut_important,-1.1362878e-06
LGALS9,cnv_del,0.0042729094
LGALS9,cnv_amp,0.0044045104
LGALS9,promoter,5.901925e-07
LGALS8,mut_important,4.7746084e-08
LGALS8,cnv_del,-0.01040025
LGALS8,cnv_amp,-0.00047873327
LGALS8,promoter,0.010467954
LGALS3,mut_important,-7.8448574e-07
LGALS3,cnv_del,0.013523036
