,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
STK11IP,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK16,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK17A,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK17B,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK19,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK24,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK25,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK26,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK3,0.018005997,3.0,0.018005997,0.49833134,0.018247133,1
STK31,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK32A,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK32B,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK32C,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK33,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK35,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK36,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK38,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK38L,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK39,0.0,0.0,0.0,-0.02587115,0.21428101,1
STK4,-5.7045425e-05,5.0,-5.7045425e-05,-0.027531896,-0.46876422,1
STK40,0.0,0.0,0.0,-0.02587115,0.21428101,1
STKLD1,0.0,0.0,0.0,-0.02587115,0.21428101,1
STMN1,0.014298987,2.0,0.014298987,0.39041042,0.11078949,1
STMN2,0.0,0.0,0.0,-0.02587115,0.21428101,1
STMN3,0.0,0.0,0.0,-0.02587115,0.21428101,1
STMN4,0.0,0.0,0.0,-0.02587115,0.21428101,1
STMND1,0.0,0.0,0.0,-0.02587115,0.21428101,1
STOM,0.0,0.0,0.0,-0.02587115,0.21428101,1
STOML1,0.0,0.0,0.0,-0.02587115,0.21428101,1
STOML2,0.0,0.0,0.0,-0.02587115,0.21428101,1
STOML3,0.0,0.0,0.0,-0.02587115,0.21428101,1
STON1,0.0,0.0,0.0,-0.02587115,0.21428101,1
STON2,0.0,0.0,0.0,-0.02587115,0.21428101,1
STOX1,0.0,0.0,0.0,-0.02587115,0.21428101,1
STOX2,0.0,0.0,0.0,-0.02587115,0.21428101,1
STPG1,0.0,0.0,0.0,-0.02587115,0.21428101,1
STPG2,0.0,0.0,0.0,-0.02587115,0.21428101,1
STRA6,0.0,0.0,0.0,-0.02587115,0.21428101,1
STRA8,0.0,0.0,0.0,-0.02587115,0.21428101,1
STRADA,-0.0014085459,2.0,-0.0014085459,-0.06687767,-0.0753592,1
STRADB,-0.00022639976,2.0,-0.00022639976,-0.03246225,-0.06134969,1
STRAP,0.0,0.0,0.0,-0.02587115,0.21428101,1
STRBP,0.0,0.0,0.0,-0.02587115,0.21428101,1
STRC,0.0,0.0,0.0,-0.02587115,0.21428101,1
STRIP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
STRIP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
STRN,0.0,0.0,0.0,-0.02587115,0.21428101,1
STRN3,0.0,0.0,0.0,-0.02587115,0.21428101,1
STRN4,0.0,0.0,0.0,-0.02587115,0.21428101,1
STS,0.013296768,1.0,0.013296768,0.36123317,0.23538607,1
STT3A,0.0037402236,3.0,0.0037402236,0.083016716,-0.1508154,1
STT3B,-6.045504e-05,3.0,-6.045504e-05,-0.027631158,-0.19585693,1
STUB1,-0.0039898264,2.0,-0.0039898264,-0.14202562,-0.105949745,1
STX10,-7.6310525e-06,1.0,-7.6310525e-06,-0.02609331,0.077716745,1
STX11,0.0,1.0,0.0,-0.02587115,0.07780718,1
STX12,0.0041527306,1.0,0.0041527306,0.09502589,0.12702087,1
STX16,0.0,1.0,0.0,-0.02587115,0.07780718,1
STX17,9.127454e-05,2.0,9.127454e-05,-0.023213904,-0.057584956,1
STX18,8.9129736e-07,2.0,8.9129736e-07,-0.025845204,-0.05865608,1
STX18-AS1,0.0,0.0,0.0,-0.02587115,0.21428101,1
STX19,0.0,1.0,0.0,-0.02587115,0.07780718,1
STX1A,-2.4182718e-05,6.0,-2.4182718e-05,-0.026575174,-0.60484856,1
STX1B,-0.006651601,2.0,-0.006651601,-0.21951696,-0.13749422,1
STX2,-0.0009053577,2.0,-0.0009053577,-0.052228525,-0.06939597,1
STX3,-0.00026763897,2.0,-0.00026763897,-0.033662833,-0.06183841,1
STX4,2.1037652e-06,2.0,2.1037652e-06,-0.025809905,-0.058641717,1
STX5,0.0,1.0,0.0,-0.02587115,0.07780718,1
STX6,0.0,1.0,0.0,-0.02587115,0.07780718,1
STX7,-2.044788e-05,2.0,-2.044788e-05,-0.026466442,-0.058908973,1
STX8,0.0,1.0,0.0,-0.02587115,0.07780718,1
STXBP1,0.00085470447,1.0,0.00085470447,-0.0009884281,0.087936215,1
STXBP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
STXBP3,0.0,0.0,0.0,-0.02587115,0.21428101,1
STXBP4,0.0,0.0,0.0,-0.02587115,0.21428101,1
STXBP5,0.0,0.0,0.0,-0.02587115,0.21428101,1
STXBP5-AS1,0.0,0.0,0.0,-0.02587115,0.21428101,1
STXBP6,0.0,0.0,0.0,-0.02587115,0.21428101,1
STYK1,0.0,0.0,0.0,-0.02587115,0.21428101,1
STYX,0.0,0.0,0.0,-0.02587115,0.21428101,1
STYXL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUB1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUCLA2,0.0011162848,2.0,0.0011162848,0.00662687,-0.045437645,1
SUCLG1,-2.040696e-05,2.0,-2.040696e-05,-0.026465252,-0.058908485,1
SUCLG2,0.00027714306,2.0,0.00027714306,-0.017802779,-0.055382244,1
SUCNR1,-3.814341e-05,1.0,-3.814341e-05,-0.026981607,0.07735515,1
SUCO,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUDS3,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUFU,-0.00014149684,3.0,-0.00014149684,-0.0299905,-0.19681735,1
SUGCT,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUGP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUGP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUGT1,0.00046427513,1.0,0.00046427513,-0.012354866,0.08330926,1
SUGT1P1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUGT1P3,0.0,0.0,0.0,-0.02587115,0.21428101,1
SULF1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SULF2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SULT1A1,0.0050352938,1.0,0.0050352938,0.12071966,0.13748005,1
SULT1A2,0.0014767696,1.0,0.0014767696,0.017121542,0.09530826,1
SULT1A3,0.004814328,1.0,0.004814328,0.11428676,0.13486141,1
SULT1A4,0.005277149,1.0,0.005277149,0.12776071,0.14034624,1
SULT1B1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SULT1C2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SULT1C3,0.0,0.0,0.0,-0.02587115,0.21428101,1
SULT1C4,0.0,0.0,0.0,-0.02587115,0.21428101,1
SULT1E1,-3.999219e-05,1.0,-3.999219e-05,-0.02703543,0.07733324,1
SULT2A1,2.2316253e-05,3.0,2.2316253e-05,-0.025221465,-0.19487602,1
SULT2B1,0.003305592,1.0,0.003305592,0.07036343,0.11698149,1
SULT4A1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SULT6B1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUMF1,0.00012391747,1.0,0.00012391747,-0.022263583,0.07927572,1
SUMF2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUMO1,-6.5725267e-06,2.0,-6.5725267e-06,-0.026062494,-0.05874454,1
SUMO1P1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUMO1P3,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUMO2,-0.00026012768,2.0,-0.00026012768,-0.03344416,-0.061749395,1
SUMO3,-0.00018898622,2.0,-0.00018898622,-0.031373043,-0.060906306,1
SUMO4,-7.3757143e-09,2.0,-7.3757143e-09,-0.025871366,-0.058666732,1
SUN1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUN2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUN3,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUN5,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUOX,-1.8052404e-08,1.0,-1.8052404e-08,-0.025871675,0.077806965,1
SUPT16H,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUPT20H,0.00013327916,1.0,0.00013327916,-0.021991039,0.07938666,1
SUPT3H,0.0,1.0,0.0,-0.02587115,0.07780718,1
SUPT4H1,0.0,1.0,0.0,-0.02587115,0.07780718,1
SUPT5H,0.0,1.0,0.0,-0.02587115,0.07780718,1
SUPT6H,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUPT7L,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUPV3L1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SURF1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SURF2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SURF4,0.0,0.0,0.0,-0.02587115,0.21428101,1
SURF6,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUSD1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUSD2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUSD3,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUSD4,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUSD5,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUV39H1,0.0020779711,1.0,0.0020779711,0.03462412,0.102433056,1
SUV39H2,0.0004779682,1.0,0.0004779682,-0.011956224,0.083471544,1
SUZ12,0.0,0.0,0.0,-0.02587115,0.21428101,1
SUZ12P1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SV2A,0.0040814946,1.0,0.0040814946,0.09295202,0.12617666,1
SV2B,1.1511455e-05,1.0,1.1511455e-05,-0.025536021,0.0779436,1
SV2C,0.00010304839,1.0,0.00010304839,-0.022871137,0.0790284,1
SVEP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SVIL,0.0,0.0,0.0,-0.02587115,0.21428101,1
SVIP,-0.00028330754,1.0,-0.00028330754,-0.034118988,0.074449725,1
SVOP,0.0,0.0,0.0,-0.02587115,0.21428101,1
SVOPL,0.0,0.0,0.0,-0.02587115,0.21428101,1
SWAP70,0.0,0.0,0.0,-0.02587115,0.21428101,1
SWI5,0.0,0.0,0.0,-0.02587115,0.21428101,1
SWSAP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SWT1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYAP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYBU,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYCE1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYCE2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYCN,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYCP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYCP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYCP2L,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYCP3,0.0,1.0,0.0,-0.02587115,0.07780718,1
SYDE1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYDE2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYF2,0.0,1.0,0.0,-0.02587115,0.07780718,1
SYK,0.14881608,17.0,0.14881608,4.306561,-0.34216678,1
SYMPK,0.00017699864,2.0,0.00017699864,-0.02071825,-0.056569047,1
SYN1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYN2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYN3,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNC,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNCRIP,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNDIG1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNDIG1L,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNE1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNE2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNE3,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNE4,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNGAP1,3.1488657e-05,1.0,3.1488657e-05,-0.024954433,0.07818035,1
SYNGR1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNGR2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNGR3,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNGR4,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNJ1,-0.00012753923,2.0,-0.00012753923,-0.029584156,-0.0601781,1
SYNJ2,0.00016685342,2.0,0.00016685342,-0.021013603,-0.056689277,1
SYNJ2BP,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNM,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNPO,0.004564141,1.0,0.004564141,0.10700314,0.13189645,1
SYNPO2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNPO2L,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNPR,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYNRG,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYP,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYPL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYPL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYS1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT1,0.00044389593,1.0,0.00044389593,-0.012948158,0.08306776,1
SYT10,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT11,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT12,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT13,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT14,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT15,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT16,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT17,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT3,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT4,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT5,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT6,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT7,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT8,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYT9,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYTL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYTL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYTL3,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYTL4,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYTL5,0.0,0.0,0.0,-0.02587115,0.21428101,1
SYVN1,0.00035995583,2.0,0.00035995583,-0.015391879,-0.054400835,1
SZRD1,0.0,0.0,0.0,-0.02587115,0.21428101,1
SZT2,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAAR1,-0.02906283,1.0,-0.02906283,-0.8719675,-0.26661408,1
TAAR2,-0.01302719,1.0,-0.01302719,-0.40512732,-0.07657699,1
TAAR5,-0.023414675,1.0,-0.023414675,-0.7075347,-0.19967824,1
TAAR6,-0.009983212,1.0,-0.009983212,-0.316509,-0.040503055,1
TAAR8,-0.036116276,1.0,-0.036116276,-1.0773121,-0.3502039,1
TAAR9,-0.0009399764,1.0,-0.0009399764,-0.05323637,0.0666676,1
TAB1,0.015785346,18.0,0.015785346,0.4336823,-2.0551775,1
TAB2,0.0009124281,21.0,0.0009124281,0.0006920597,-2.6408565,1
TAB3,-0.002081548,8.0,-0.002081548,-0.08647056,-0.9021779,1
TAC1,-0.0014669299,1.0,-0.0014669299,-0.06857739,0.06042272,1
TAC3,0.006379764,1.0,0.006379764,0.15986076,0.15341325,1
TAC4,0.00027808995,1.0,0.00027808995,-0.017775211,0.0811028,1
TACC1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TACC2,0.0,0.0,0.0,-0.02587115,0.21428101,1
TACC3,0.0,0.0,0.0,-0.02587115,0.21428101,1
TACO1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TACR1,-0.00018066511,2.0,-0.00018066511,-0.031130793,-0.06080769,1
TACR2,-0.027157823,2.0,-0.027157823,-0.8165077,-0.3805118,1
TACR3,0.032684937,2.0,0.032684937,0.9256744,0.32867986,1
TACSTD2,0.0,0.0,0.0,-0.02587115,0.21428101,1
TADA1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TADA2A,0.0,0.0,0.0,-0.02587115,0.21428101,1
TADA3,6.6602015e-06,1.0,6.6602015e-06,-0.025677254,0.07788611,1
TAF1,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF10,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF11,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF12,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF13,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF15,0.0,2.0,0.0,-0.02587115,-0.058666646,1
TAF1A,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAF1B,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAF1C,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAF1D,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAF1L,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF2,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF3,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF4,-0.00063283107,2.0,-0.00063283107,-0.044294547,-0.066166274,1
TAF4B,0.0012979165,2.0,0.0012979165,0.011914655,-0.04328514,1
TAF5,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF5L,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF6,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF6L,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF7,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF7L,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF8,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF9,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAF9B,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAGAP,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAGLN,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAGLN2,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAGLN3,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAL1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
TALDO1,-1.6598742e-05,1.0,-1.6598742e-05,-0.026354384,0.07761047,1
TAMM41,0.0,0.0,0.0,-0.02587115,0.21428101,1
TANC1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TANGO2,0.0,0.0,0.0,-0.02587115,0.21428101,1
TANGO6,0.0,0.0,0.0,-0.02587115,0.21428101,1
TANK,-3.7876143e-05,6.0,-3.7876143e-05,-0.026973825,-0.6050108,1
TAOK1,0.0008778239,1.0,0.0008778239,-0.00031535965,0.0882102,1
TAOK2,-0.002016774,1.0,-0.002016774,-0.08458481,0.053906556,1
TAOK3,-0.000102018894,1.0,-0.000102018894,-0.028841192,0.07659817,1
TAP1,-0.00011717627,8.0,-0.00011717627,-0.029282464,-0.87889826,1
TAP2,-0.00017521821,8.0,-0.00017521821,-0.030972218,-0.8795861,1
TAPBP,0.0002966815,5.0,0.0002966815,-0.017233962,-0.46457222,1
TAPBPL,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAPT1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAPT1-AS1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TARBP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TARBP2,0.0,0.0,0.0,-0.02587115,0.21428101,1
TARDBP,-0.0002661306,3.0,-0.0002661306,-0.03361892,-0.19829439,1
TARM1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TARS2,0.0009293996,1.0,0.0009293996,0.0011861466,0.088821426,1
TAS1R1,1.1801269e-06,1.0,1.1801269e-06,-0.025836796,0.07782117,1
TAS1R2,0.000109256034,2.0,0.000109256034,-0.022690417,-0.057371862,1
TAS1R3,5.241025e-05,2.0,5.241025e-05,-0.02434535,-0.058045533,1
TAS2R1,-2.8992788e-05,1.0,-2.8992788e-05,-0.026715208,0.07746359,1
TAS2R10,0.00022673473,1.0,0.00022673473,-0.019270299,0.080494195,1
TAS2R13,8.427382e-05,1.0,8.427382e-05,-0.023417715,0.0788059,1
TAS2R14,0.0004348812,1.0,0.0004348812,-0.013210601,0.082960926,1
TAS2R16,-2.7732243e-08,1.0,-2.7732243e-08,-0.025871957,0.07780685,1
TAS2R19,7.862235e-05,1.0,7.862235e-05,-0.023582244,0.07873893,1
TAS2R20,2.4539772e-06,1.0,2.4539772e-06,-0.025799708,0.07783627,1
TAS2R3,-2.6069969e-05,1.0,-2.6069969e-05,-0.026630117,0.077498235,1
TAS2R30,1.1146841e-06,1.0,1.1146841e-06,-0.0258387,0.07782039,1
TAS2R31,0.0002938516,1.0,0.0002938516,-0.017316349,0.0812896,1
TAS2R38,-1.0057749e-05,1.0,-1.0057749e-05,-0.026163958,0.07768799,1
TAS2R39,-3.9814076e-05,1.0,-3.9814076e-05,-0.027030244,0.07733535,1
TAS2R4,-6.6266395e-05,1.0,-6.6266395e-05,-0.027800342,0.07702187,1
TAS2R40,-6.156498e-05,1.0,-6.156498e-05,-0.027663471,0.077077575,1
TAS2R41,3.4620975e-06,1.0,3.4620975e-06,-0.02577036,0.07784821,1
TAS2R42,0.0005489896,1.0,0.0005489896,-0.0098886015,0.084313214,1
TAS2R43,0.0006115296,1.0,0.0006115296,-0.008067896,0.08505437,1
TAS2R46,2.1355776e-05,1.0,2.1355776e-05,-0.025249427,0.07806027,1
TAS2R5,-1.0340642e-05,1.0,-1.0340642e-05,-0.026172195,0.07768463,1
TAS2R50,2.2207416e-07,1.0,2.2207416e-07,-0.025864685,0.07780982,1
TAS2R60,-1.4945457e-05,1.0,-1.4945457e-05,-0.026306253,0.077630065,1
TAS2R7,2.4762548e-05,1.0,2.4762548e-05,-0.025150247,0.07810064,1
TAS2R8,1.5894295e-05,1.0,1.5894295e-05,-0.025408424,0.07799554,1
TAS2R9,0.0003632746,1.0,0.0003632746,-0.015295261,0.08211232,1
TASP1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAT,-0.00027862267,4.0,-0.00027862267,-0.033982597,-0.33491626,1
TATDN1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TATDN2,0.0,0.0,0.0,-0.02587115,0.21428101,1
TATDN3,0.0,0.0,0.0,-0.02587115,0.21428101,1
TAX1BP1,0.0,1.0,0.0,-0.02587115,0.07780718,1
TAZ,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBATA,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D1,-2.7188958e-06,1.0,-2.7188958e-06,-0.025950305,0.07777496,1
TBC1D10A,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D10B,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D10C,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D12,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D13,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D14,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D15,0.0,1.0,0.0,-0.02587115,0.07780718,1
TBC1D16,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D17,0.0,1.0,0.0,-0.02587115,0.07780718,1
TBC1D19,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D2,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D20,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D21,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D22A,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D22B,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D23,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D24,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D25,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D26,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D28,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D2B,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D3,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D31,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D32,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D3C,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D4,0.0002330961,3.0,0.0002330961,-0.019085102,-0.19237807,1
TBC1D5,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D7,3.5590538e-06,1.0,3.5590538e-06,-0.025767537,0.07784936,1
TBC1D8,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D8B,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D9,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBC1D9B,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBCA,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBCB,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBCC,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBCCD1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBCD,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBCE,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBCEL,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBCK,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBK1,-0.00039925388,25.0,-0.00039925388,-0.03749449,-3.2022963,1
TBKBP1,-7.891285e-07,1.0,-7.891285e-07,-0.025894124,0.07779783,1
TBL1X,-0.00015824844,1.0,-0.00015824844,-0.030478183,0.075931795,1
TBL1XR1,-0.000101541526,1.0,-0.000101541526,-0.028827297,0.07660382,1
TBL2,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBL3,0.0,1.0,0.0,-0.02587115,0.07780718,1
TBP,-0.00049626915,6.0,-0.00049626915,-0.040318865,-0.6104432,1
TBPL1,0.010411041,6.0,0.010411041,0.27722198,-0.48118153,1
TBPL2,0.0025101001,6.0,0.0025101001,0.047204547,-0.5748149,1
TBR1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBRG1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBRG4,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBX1,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBX10,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBX15,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBX18,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBX19,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBX2,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBX20,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBX21,7.900024e-05,3.0,7.900024e-05,-0.023571244,-0.19420426,1
TBX22,0.0,0.0,0.0,-0.02587115,0.21428101,1
TBX3,0.0,1.0,0.0,-0.02587115,0.07780718,1
TBX4,0.0,0.0,0.0,-0.02587115,0.21428101,1
